Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage
1.354,7.000,0.316,3.000,0.0,246.860
2.734,11.200,0.280,4.000,0.0,245.410
2.734,11.200,0.288,3.000,0.0,245.270
2.002,9.000,0.214,4.000,0.0,245.790
0.472,2.000,0.144,3.000,0.0,247.110
0.876,5.000,0.000,4.000,0.0,244.700
2.324,9.400,0.046,0.000,0.0,243.240
2.342,9.600,0.000,0.000,0.0,243.460
2.326,9.400,0.046,0.000,0.0,243.570
0.302,2.000,0.000,0.000,0.0,246.190
0.208,0.800,0.000,0.000,0.0,247.170
2.022,8.800,0.000,0.000,0.0,245.690
2.356,9.600,0.000,0.000,0.0,245.080
2.346,9.600,0.000,1.000,0.0,243.700
2.240,9.200,0.000,0.000,0.0,243.920
0.224,1.000,0.000,0.000,0.0,245.540
0.424,3.200,0.000,0.000,0.0,244.880
2.344,9.600,0.000,0.000,0.0,243.270
2.308,9.400,0.048,0.000,0.0,242.650
2.338,9.600,0.000,1.000,0.0,243.290
1.480,7.400,0.000,0.000,0.0,243.730
0.222,1.000,0.000,0.000,0.0,245.290
0.820,5.200,0.000,0.000,0.0,245.380
2.352,9.600,0.000,0.000,0.0,243.840
2.312,9.400,0.048,0.000,0.0,242.800
2.324,9.600,0.000,1.000,0.0,242.520
0.232,1.400,0.000,0.000,0.0,244.900
0.342,1.600,0.120,0.000,0.0,244.810
1.940,8.800,0.098,0.000,0.0,243.800
2.456,10.000,0.098,0.000,0.0,244.030
2.448,10.000,0.096,0.000,0.0,244.730
1.838,8.400,0.108,1.000,0.0,244.660
0.320,1.400,0.130,0.000,0.0,246.400
1.154,6.400,0.116,0.000,0.0,245.500
2.442,10.000,0.096,0.000,0.0,243.490
2.410,9.800,0.090,0.000,0.0,243.080
2.282,9.600,0.096,0.000,0.0,243.170
0.320,1.600,0.126,0.000,0.0,244.440
0.812,4.800,0.224,1.000,0.0,244.050
2.446,10.000,0.138,0.000,0.0,242.720
2.426,9.800,0.066,0.000,0.0,243.810
2.410,9.800,0.062,0.000,0.0,244.120
0.436,2.800,0.096,0.000,0.0,245.640
0.492,3.200,0.088,0.000,0.0,245.180
2.424,9.800,0.064,1.000,0.0,243.700
2.392,9.800,0.058,0.000,0.0,243.410
2.382,9.800,0.000,0.000,0.0,243.420
0.754,4.800,0.000,0.000,0.0,245.530
0.412,3.000,0.000,0.000,0.0,246.540
2.354,9.600,0.000,0.000,0.0,244.630
2.412,9.800,0.000,1.000,0.0,244.590
2.426,9.800,0.082,2.000,0.0,244.420
1.384,7.200,0.100,2.000,0.0,244.640
0.292,1.200,0.110,1.000,0.0,245.310
1.330,7.000,0.098,2.000,0.0,243.780
2.396,9.800,0.076,1.000,0.0,242.570
2.422,9.800,0.082,2.000,0.0,243.160
2.402,9.800,0.076,1.000,0.0,243.180
0.430,2.600,0.112,2.000,0.0,245.020
0.666,4.200,0.104,2.000,0.0,244.900
2.420,9.800,0.080,1.000,0.0,242.770
2.390,9.800,0.074,2.000,0.0,242.470
2.446,10.000,0.120,1.000,0.0,242.140
0.978,5.600,0.248,2.000,0.0,245.150
0.400,1.800,0.254,1.000,0.0,245.860
2.432,10.200,0.222,2.000,0.0,243.470
2.500,10.200,0.214,1.000,0.0,243.360
2.520,10.400,0.220,2.000,0.0,243.540
0.788,4.800,0.246,1.000,0.0,245.680
0.402,2.000,0.256,2.000,0.0,245.690
2.238,9.600,0.216,1.000,0.0,243.210
2.512,10.200,0.220,2.000,0.0,243.490
2.486,10.200,0.212,1.000,0.0,243.200
1.936,8.800,0.230,1.000,0.0,244.120
0.376,1.800,0.256,2.000,0.0,246.450
0.908,5.200,0.078,1.000,0.0,245.710
2.336,9.400,0.046,0.000,0.0,243.860
2.346,9.600,0.000,0.000,0.0,243.500
2.328,9.400,0.046,0.000,0.0,243.620
1.708,8.000,0.000,0.000,0.0,243.730
0.206,0.800,0.000,0.000,0.0,245.170
0.516,3.600,0.000,1.000,0.0,245.130
2.426,9.800,0.060,0.000,0.0,243.670
2.430,9.800,0.066,0.000,0.0,244.000
2.424,9.800,0.060,0.000,0.0,243.600
2.306,9.600,0.064,0.000,0.0,242.930
0.288,1.200,0.088,0.000,0.0,245.080
0.756,3.800,0.092,0.000,5.0,245.690
3.498,14.400,0.050,0.000,19.0,242.830
3.522,14.400,0.054,1.000,18.0,242.920
3.460,14.200,0.000,0.000,19.0,243.030
3.434,14.000,0.050,0.000,18.0,242.950
1.646,7.400,0.000,0.000,19.0,245.600
1.336,5.400,0.000,0.000,18.0,245.940
2.874,12.400,0.000,1.000,18.0,244.160
3.410,14.000,0.056,0.000,19.0,243.040
3.412,14.000,0.052,0.000,18.0,242.490
3.386,13.800,0.056,0.000,18.0,242.220
1.844,8.200,0.048,0.000,18.0,244.070
1.414,5.800,0.106,0.000,18.0,244.550
3.352,14.000,0.086,1.000,18.0,242.890
3.500,14.400,0.080,0.000,18.0,242.650
3.516,14.400,0.084,0.000,18.0,242.630
3.174,13.400,0.084,0.000,18.0,243.150
1.428,5.800,0.114,0.000,19.0,245.100
1.994,9.000,0.100,0.000,18.0,244.150
3.492,14.400,0.082,1.000,18.0,241.830
3.460,14.200,0.076,0.000,18.0,241.530
3.492,14.400,0.082,0.000,18.0,242.060
3.482,14.200,0.080,0.000,18.0,242.390
1.492,6.200,0.104,0.000,18.0,245.950
1.326,5.400,0.000,0.000,19.0,246.550
3.282,13.600,0.046,1.000,18.0,243.760
3.422,14.000,0.054,0.000,18.0,243.580
3.424,14.000,0.050,0.000,18.0,242.950
3.254,13.400,0.054,0.000,18.0,242.700
1.320,5.400,0.000,0.000,18.0,244.270
2.294,10.400,0.000,0.000,19.0,243.140
3.400,14.000,0.052,0.000,17.0,242.010
3.402,14.000,0.056,0.000,18.0,242.730
3.418,14.000,0.050,1.000,18.0,242.700
2.994,12.600,0.050,0.000,19.0,243.770
1.326,5.400,0.000,0.000,18.0,244.660
2.020,9.200,0.000,0.000,18.0,243.620
3.378,14.000,0.056,0.000,18.0,241.410
3.372,14.000,0.054,1.000,18.0,240.910
3.374,14.000,0.046,0.000,17.0,240.820
3.426,14.200,0.046,0.000,18.0,240.230
1.462,6.200,0.066,0.000,18.0,242.120
1.834,8.400,0.070,0.000,18.0,242.930
3.462,14.200,0.046,0.000,18.0,242.130
3.486,14.200,0.054,1.000,18.0,242.490
2.910,12.000,0.056,0.000,9.0,243.690
0.936,5.400,0.090,0.000,0.0,245.930
0.338,1.600,0.152,0.000,0.0,246.450
1.926,8.800,0.136,0.000,0.0,244.330
2.420,9.800,0.088,0.000,0.0,242.870
2.438,10.000,0.094,1.000,0.0,243.060
2.430,9.800,0.092,0.000,0.0,243.670
2.454,10.000,0.098,0.000,0.0,244.050
0.424,2.600,0.126,0.000,0.0,246.260
0.716,4.400,0.128,0.000,0.0,246.230
2.462,10.000,0.098,0.000,0.0,245.160
2.460,10.000,0.100,1.000,0.0,244.250
2.418,9.800,0.090,0.000,0.0,243.190
1.000,5.800,0.112,0.000,0.0,243.770
0.298,1.200,0.118,0.000,0.0,244.730
1.650,7.800,0.000,0.000,0.0,243.030
2.310,9.400,0.048,0.000,0.0,242.670
2.332,9.600,0.000,1.000,0.0,242.870
2.242,9.200,0.046,0.000,0.0,243.030
0.224,1.000,0.000,0.000,0.0,244.960
0.752,4.800,0.000,0.000,0.0,244.500
2.330,9.600,0.000,0.000,0.0,242.560
2.322,9.400,0.000,0.000,0.0,242.610
2.312,9.400,0.048,0.000,0.0,242.190
0.760,4.800,0.000,1.000,0.0,243.740
0.364,2.600,0.000,0.000,0.0,244.400
2.336,9.600,0.000,0.000,0.0,242.390
2.312,9.400,0.048,0.000,0.0,242.510
2.332,9.600,0.000,0.000,0.0,242.610
0.856,5.200,0.000,0.000,0.0,243.820
0.864,5.400,0.000,1.000,0.0,243.550
2.302,9.400,0.050,0.000,0.0,242.220
2.324,9.600,0.000,0.000,0.0,242.600
1.852,8.400,0.000,0.000,0.0,243.740
0.226,1.000,0.000,0.000,0.0,247.080
2.184,9.200,0.000,0.000,0.0,244.990
2.380,9.600,0.000,1.000,0.0,245.620
1.920,8.600,0.000,0.000,0.0,245.710
0.254,1.200,0.000,0.000,0.0,246.970
2.164,9.200,0.098,0.000,0.0,244.630
2.554,10.400,0.188,0.000,0.0,244.720
2.026,9.000,0.212,0.000,0.0,245.140
0.414,2.000,0.244,1.000,0.0,246.580
2.106,9.200,0.206,0.000,0.0,244.280
2.522,10.400,0.202,0.000,0.0,243.580
2.076,9.200,0.206,0.000,0.0,244.360
0.402,1.800,0.238,0.000,0.0,245.770
2.118,9.200,0.204,0.000,0.0,243.950
2.486,10.200,0.176,1.000,0.0,243.010
1.340,7.000,0.200,1.000,0.0,245.340
0.666,4.000,0.258,1.000,0.0,246.000
2.440,10.000,0.110,2.000,0.0,243.700
2.426,9.800,0.082,2.000,0.0,243.530
1.278,6.800,0.096,1.000,0.0,243.920
0.430,2.800,0.106,2.000,0.0,244.990
2.426,10.000,0.080,1.000,0.0,243.060
2.382,9.800,0.072,2.000,0.0,241.950
2.406,9.800,0.078,2.000,0.0,242.350
0.330,1.800,0.106,1.000,0.0,244.820
1.208,6.600,0.098,2.000,0.0,243.990
2.406,9.800,0.076,1.000,0.0,242.910
2.442,10.000,0.086,2.000,0.0,242.840
2.426,10.000,0.082,1.000,0.0,243.090
2.432,10.000,0.084,2.000,0.0,242.410
2.414,9.800,0.080,1.000,0.0,242.630
0.484,2.400,0.116,2.000,0.0,244.860
0.312,1.400,0.112,1.000,0.0,245.050
2.352,9.800,0.088,2.000,0.0,243.360
2.428,9.800,0.084,1.000,0.0,243.660
2.582,10.600,0.092,2.000,0.0,244.020
2.784,11.400,0.086,1.000,0.0,243.850
2.680,11.000,0.090,1.000,0.0,243.730
1.420,7.000,0.098,2.000,0.0,244.930
0.908,3.800,0.088,1.000,0.0,244.830
3.194,13.200,0.048,0.000,0.0,242.050
3.328,13.600,0.094,0.000,0.0,241.890
2.670,11.600,0.094,0.000,0.0,242.620
1.238,5.000,0.124,1.000,0.0,244.760
1.120,4.600,0.116,0.000,0.0,244.400
0.592,2.600,0.128,0.000,0.0,245.390
0.800,3.200,0.122,0.000,0.0,245.940
0.820,3.400,0.126,0.000,0.0,245.840
0.796,3.200,0.116,0.000,0.0,244.500
0.798,3.200,0.116,1.000,0.0,244.020
0.694,2.800,0.120,0.000,0.0,244.130
0.694,3.000,0.136,0.000,0.0,244.350
0.758,3.200,0.228,0.000,0.0,244.300
0.682,2.800,0.140,0.000,0.0,244.140
0.664,2.600,0.090,1.000,0.0,244.490
0.642,2.600,0.084,0.000,0.0,244.140
0.660,2.600,0.088,0.000,0.0,243.940
0.636,2.600,0.082,0.000,0.0,243.580
0.660,2.600,0.090,0.000,0.0,244.640
0.638,2.600,0.084,0.000,0.0,244.260
0.478,2.000,0.092,1.000,0.0,244.460
0.316,1.200,0.000,0.000,0.0,245.540
0.330,1.400,0.000,0.000,0.0,246.010
0.380,1.600,0.000,0.000,0.0,245.940
0.522,2.200,0.000,0.000,0.0,245.220
0.422,1.800,0.000,0.000,0.0,244.450
0.262,1.200,0.000,1.000,0.0,243.960
0.220,1.000,0.000,0.000,0.0,243.390
0.246,1.000,0.000,0.000,0.0,244.350
0.212,0.800,0.000,0.000,0.0,244.260
0.242,1.000,0.000,0.000,0.0,244.620
0.222,1.000,0.000,0.000,0.0,244.670
0.240,1.000,0.000,1.000,0.0,244.230
0.216,1.000,0.000,0.000,0.0,244.870
0.228,1.000,0.000,0.000,0.0,243.640
0.210,0.800,0.000,0.000,0.0,242.490
0.276,1.400,0.000,0.000,0.0,242.250
0.322,1.400,0.104,0.000,0.0,242.080
0.336,1.400,0.108,0.000,0.0,241.890
0.318,1.400,0.108,0.000,0.0,242.080
0.314,1.400,0.110,1.000,0.0,242.570
0.328,1.400,0.114,0.000,0.0,243.040
0.308,1.400,0.108,0.000,0.0,242.590
0.326,1.400,0.112,0.000,0.0,242.550
0.304,1.400,0.108,0.000,0.0,242.800
2.206,9.400,0.086,1.000,0.0,240.970
2.338,9.600,0.072,0.000,0.0,239.160
2.362,9.800,0.076,0.000,0.0,239.210
2.356,9.800,0.074,0.000,0.0,239.790
2.324,9.600,0.000,0.000,0.0,239.780
2.264,9.400,0.056,0.000,0.0,239.920
2.280,9.400,0.052,1.000,0.0,240.030
2.258,9.400,0.056,0.000,0.0,239.900
2.306,9.400,0.048,0.000,0.0,241.230
2.288,9.400,0.054,0.000,0.0,241.350
2.300,9.400,0.048,0.000,0.0,241.010
2.346,9.600,0.000,0.000,0.0,241.570
2.378,9.800,0.054,1.000,0.0,241.270
2.346,9.600,0.048,0.000,0.0,240.920
2.350,9.800,0.050,0.000,0.0,240.040
2.326,9.600,0.000,0.000,0.0,239.390
2.336,9.600,0.048,0.000,0.0,238.930
2.326,9.600,0.000,0.000,0.0,239.460
0.504,3.200,0.080,1.000,0.0,242.270
0.268,1.200,0.076,0.000,0.0,242.220
1.734,8.000,0.000,0.000,0.0,242.550
2.318,9.400,0.050,0.000,0.0,242.880
2.322,9.600,0.046,0.000,0.0,242.180
2.302,9.400,0.052,0.000,0.0,242.160
2.318,9.400,0.046,1.000,0.0,241.970
2.302,9.400,0.050,0.000,0.0,241.710
2.290,9.400,0.052,0.000,0.0,241.530
2.376,9.800,0.000,0.000,0.0,241.300
0.368,2.000,0.114,0.000,0.0,244.310
0.332,1.400,0.124,0.000,0.0,244.830
1.734,8.200,0.096,0.000,0.0,243.370
2.416,10.000,0.088,1.000,0.0,242.040
2.400,9.800,0.084,0.000,0.0,242.240
2.418,10.000,0.088,0.000,0.0,242.100
2.388,9.800,0.082,0.000,0.0,241.560
2.406,9.800,0.086,0.000,0.0,241.570
2.378,9.800,0.080,0.000,0.0,241.330
1.164,6.400,0.108,1.000,0.0,243.280
0.300,1.200,0.118,0.000,0.0,244.950
0.700,4.400,0.120,0.000,0.0,244.830
2.376,9.800,0.000,0.000,0.0,242.850
2.320,9.600,0.046,0.000,0.0,242.060
2.278,9.400,0.054,0.000,0.0,241.040
2.280,9.400,0.050,1.000,0.0,240.310
2.278,9.400,0.054,0.000,0.0,240.950
2.294,9.400,0.050,0.000,0.0,240.670
2.280,9.400,0.056,0.000,0.0,240.900
2.300,9.400,0.050,0.000,0.0,240.970
0.210,1.200,0.000,0.000,0.0,243.210
0.216,1.000,0.000,1.000,0.0,243.600
2.256,9.400,0.052,0.000,0.0,241.990
2.312,9.400,0.048,0.000,0.0,241.620
2.288,9.400,0.052,0.000,0.0,241.370
2.308,9.400,0.048,0.000,0.0,241.440
2.272,9.400,0.054,0.000,0.0,240.620
2.354,9.600,0.000,1.000,0.0,241.270
0.616,4.000,0.084,0.000,0.0,243.880
0.282,1.200,0.082,0.000,0.0,243.680
1.780,8.400,0.060,0.000,0.0,241.110
2.348,9.600,0.048,0.000,0.0,240.670
2.368,9.800,0.054,1.000,0.0,241.100
2.362,9.600,0.052,0.000,0.0,241.840
2.378,9.800,0.056,0.000,0.0,241.480
2.430,10.000,0.134,0.000,0.0,240.970
2.512,10.400,0.256,2.000,0.0,239.370
0.616,3.800,0.226,1.000,0.0,241.480
0.398,1.800,0.234,2.000,0.0,241.860
1.528,7.600,0.212,1.000,0.0,241.110
2.484,10.200,0.208,2.000,0.0,241.060
2.462,10.200,0.202,1.000,0.0,241.060
2.502,10.200,0.214,2.000,0.0,242.360
2.484,10.200,0.210,1.000,0.0,242.660
2.486,10.200,0.212,2.000,0.0,242.060
2.040,9.000,0.214,2.000,0.0,242.400
0.402,2.000,0.246,1.000,0.0,244.020
0.380,1.800,0.240,2.000,0.0,243.780
1.876,8.600,0.196,1.000,0.0,241.390
2.360,9.800,0.068,2.000,0.0,241.030
2.364,9.800,0.070,1.000,0.0,240.690
2.336,9.600,0.064,2.000,0.0,240.110
2.352,9.800,0.068,1.000,0.0,239.680
2.340,9.600,0.064,2.000,0.0,240.170
2.360,9.800,0.070,1.000,0.0,240.340
0.914,5.400,0.088,1.000,0.0,242.650
0.290,1.200,0.104,2.000,0.0,243.510
1.058,6.000,0.090,1.000,0.0,243.080
2.374,9.800,0.070,2.000,0.0,241.420
2.388,9.800,0.076,1.000,0.0,241.940
2.358,9.600,0.000,1.000,0.0,242.680
2.294,9.400,0.050,1.000,0.0,241.020
2.278,9.400,0.054,0.000,0.0,241.320
2.280,9.400,0.050,0.000,0.0,240.080
0.268,1.800,0.000,0.000,0.0,241.700
0.222,1.000,0.000,0.000,0.0,242.470
1.622,7.800,0.046,0.000,0.0,241.270
2.296,9.400,0.048,1.000,0.0,241.030
2.278,9.400,0.054,0.000,0.0,241.140
2.296,9.400,0.050,0.000,0.0,240.700
2.260,9.400,0.056,0.000,0.0,239.730
2.940,12.400,0.218,0.000,0.0,238.570
2.792,11.600,0.170,0.000,0.0,238.510
1.158,6.000,0.248,1.000,0.0,239.960
0.932,4.200,0.398,0.000,0.0,240.250
2.514,11.200,0.368,0.000,0.0,239.100
2.984,12.400,0.334,1.000,0.0,239.270
2.996,12.600,0.338,1.000,0.0,238.940
2.940,12.200,0.310,1.000,0.0,239.090
3.278,14.200,0.158,7.000,0.0,239.630
5.908,25.400,0.134,38.000,0.0,237.900
7.064,30.000,0.124,37.000,0.0,235.570
6.926,29.400,0.118,37.000,0.0,235.350
6.580,28.200,0.056,38.000,0.0,235.150
6.050,26.200,0.000,37.000,0.0,235.220
6.104,25.800,0.050,37.000,0.0,235.320
4.762,20.000,0.088,38.000,0.0,237.440
4.506,19.000,0.088,38.000,0.0,237.250
4.472,18.800,0.088,37.000,0.0,236.340
3.708,16.200,0.084,27.000,0.0,236.820
0.724,4.600,0.054,2.000,0.0,240.880
1.892,9.000,0.066,26.000,0.0,239.370
2.012,9.000,0.000,2.000,0.0,239.170
2.372,9.800,0.000,1.000,0.0,238.360
2.386,10.000,0.000,0.000,0.0,238.960
2.400,10.000,0.064,1.000,0.0,238.590
2.424,10.000,0.068,2.000,0.0,238.480
1.066,6.000,0.050,1.000,0.0,240.000
0.380,1.600,0.000,2.000,0.0,240.770
1.632,7.800,0.000,1.000,0.0,239.720
2.410,10.000,0.000,1.000,0.0,239.470
2.380,9.800,0.062,0.000,0.0,239.450
2.402,10.000,0.060,1.000,0.0,239.230
2.438,10.200,0.066,1.000,0.0,239.370
2.432,10.000,0.066,1.000,0.0,239.180
1.640,8.000,0.054,2.000,0.0,239.870
0.424,1.800,0.000,2.000,0.0,240.710
1.410,7.200,0.124,5.000,0.0,239.520
2.722,11.400,0.136,5.000,0.0,237.510
2.712,11.400,0.136,5.000,0.0,237.440
2.706,11.400,0.134,5.000,0.0,237.390
2.488,10.400,0.112,1.000,0.0,237.700
2.424,10.000,0.072,0.000,0.0,238.730
1.258,6.800,0.184,0.000,0.0,239.790
0.370,1.800,0.206,0.000,0.0,240.850
0.786,4.800,0.202,0.000,0.0,240.730
2.474,10.400,0.176,0.000,0.0,238.590
2.474,10.400,0.176,0.000,0.0,238.580
2.488,10.400,0.178,0.000,0.0,239.210
2.486,10.400,0.178,0.000,0.0,239.290
2.444,10.200,0.130,0.000,0.0,238.640
2.272,9.600,0.048,0.000,0.0,239.040
0.338,1.400,0.076,0.000,0.0,241.210
0.290,1.400,0.000,0.000,0.0,241.100
1.466,7.400,0.000,0.000,0.0,240.920
2.324,9.600,0.050,0.000,0.0,239.840
2.320,9.600,0.052,0.000,0.0,239.140
2.308,9.600,0.052,0.000,0.0,238.590
2.314,9.600,0.054,0.000,0.0,238.760
2.312,9.600,0.052,0.000,0.0,239.030
2.306,9.600,0.052,0.000,0.0,239.260
0.444,3.000,0.000,0.000,0.0,241.820
0.268,1.200,0.000,0.000,0.0,242.480
1.846,8.400,0.046,0.000,0.0,240.120
2.308,9.600,0.054,0.000,0.0,238.670
2.290,9.600,0.056,0.000,0.0,238.040
2.288,9.600,0.056,0.000,0.0,238.090
2.296,9.600,0.054,0.000,0.0,238.130
2.292,9.600,0.054,0.000,0.0,238.030
0.370,2.400,0.000,0.000,0.0,240.260
0.472,2.400,0.000,0.000,0.0,240.150
3.054,13.400,0.060,0.000,18.0,237.550
3.480,14.600,0.066,0.000,18.0,235.970
3.572,15.000,0.046,0.000,17.0,235.650
3.560,15.000,0.058,0.000,18.0,235.440
3.528,15.000,0.056,0.000,17.0,234.710
3.490,14.800,0.050,0.000,16.0,233.520
2.038,9.400,0.068,0.000,17.0,235.760
1.406,5.800,0.078,0.000,18.0,237.130
2.840,12.600,0.064,0.000,17.0,236.100
3.388,14.200,0.060,0.000,17.0,235.990
3.394,14.200,0.062,0.000,17.0,236.290
3.360,14.200,0.060,0.000,17.0,235.940
1.354,5.600,0.084,0.000,18.0,238.250
1.334,5.600,0.082,0.000,17.0,237.880
1.358,5.600,0.090,0.000,17.0,238.010
1.370,5.800,0.118,0.000,18.0,237.930
1.322,5.400,0.054,0.000,17.0,237.720
1.304,5.400,0.050,0.000,17.0,236.920
1.394,5.800,0.070,0.000,17.0,238.370
1.702,7.000,0.082,0.000,18.0,238.370
2.242,10.000,0.162,7.000,17.0,237.330
3.714,15.800,0.296,35.000,17.0,235.150
3.212,14.200,0.304,26.000,17.0,235.990
3.694,15.600,0.280,35.000,17.0,235.160
3.204,14.000,0.292,27.000,17.0,236.080
3.676,15.600,0.268,35.000,17.0,234.850
3.666,15.600,0.282,35.000,17.0,234.340
3.678,15.600,0.204,35.000,17.0,236.010
3.722,15.800,0.300,37.000,17.0,236.220
3.716,15.600,0.280,36.000,17.0,236.390
3.750,15.800,0.298,37.000,17.0,236.670
4.170,18.000,0.268,36.000,17.0,235.420
5.776,24.800,0.266,36.000,17.0,232.890
5.718,24.600,0.244,35.000,16.0,232.070
5.738,24.600,0.260,35.000,17.0,232.130
5.714,24.600,0.242,36.000,16.0,231.990
5.732,24.600,0.268,35.000,17.0,231.880
5.730,24.600,0.272,35.000,16.0,231.610
5.848,25.200,0.396,36.000,17.0,232.110
5.842,25.000,0.380,35.000,16.0,232.470
5.880,25.200,0.400,36.000,17.0,233.050
5.872,25.200,0.384,35.000,17.0,233.260
5.070,21.800,0.416,23.000,17.0,234.440
5.488,23.400,0.396,27.000,16.0,234.810
5.898,25.200,0.404,36.000,17.0,233.850
5.026,22.000,0.382,35.000,17.0,232.730
3.246,14.200,0.400,29.000,17.0,234.310
2.712,11.800,0.256,21.000,16.0,234.810
3.538,15.000,0.260,36.000,17.0,233.910
3.574,15.200,0.254,36.000,17.0,235.740
3.016,12.800,0.286,25.000,17.0,237.040
3.002,12.800,0.224,26.000,18.0,237.170
4.444,19.200,0.136,50.000,17.0,235.970
5.568,23.800,0.106,71.000,17.0,234.010
4.840,20.600,0.132,59.000,16.0,235.210
5.066,21.600,0.112,62.000,17.0,234.540
5.570,23.800,0.154,70.000,17.0,232.910
3.650,15.600,0.220,40.000,17.0,234.550
2.394,10.200,0.248,17.000,17.0,235.940
3.024,13.200,0.222,29.000,17.0,234.810
3.250,14.200,0.232,29.000,17.0,234.600
3.378,14.400,0.160,34.000,17.0,235.390
2.264,9.600,0.144,12.000,17.0,237.060
3.108,13.400,0.112,28.000,17.0,235.010
2.978,13.200,0.110,26.000,16.0,233.950
1.966,8.600,0.118,12.000,17.0,234.510
1.928,8.400,0.134,8.000,17.0,235.570
2.526,11.000,0.082,20.000,17.0,234.360
1.510,6.400,0.000,3.000,17.0,235.490
1.572,6.600,0.064,4.000,17.0,236.830
1.602,6.800,0.076,4.000,18.0,237.210
1.562,6.600,0.062,4.000,17.0,236.760
1.550,6.400,0.000,3.000,17.0,237.830
1.586,6.600,0.050,4.000,17.0,237.910
1.658,7.000,0.168,3.000,18.0,238.350
1.658,7.000,0.164,3.000,17.0,236.800
1.650,7.000,0.314,1.000,17.0,234.890
1.676,7.200,0.312,0.000,17.0,235.590
2.492,11.400,0.310,1.000,17.0,234.990
3.828,16.400,0.288,1.000,17.0,234.290
3.822,16.200,0.262,0.000,16.0,234.720
3.834,16.200,0.254,1.000,17.0,235.270
3.810,16.200,0.248,0.000,17.0,235.190
3.824,16.200,0.244,0.000,17.0,234.830
3.838,16.200,0.226,0.000,17.0,235.060
3.844,16.400,0.230,1.000,17.0,234.720
3.824,16.200,0.250,0.000,17.0,234.490
3.844,16.400,0.208,1.000,17.0,234.820
3.880,16.400,0.146,2.000,17.0,234.730
4.004,16.800,0.162,5.000,17.0,236.290
3.784,16.000,0.124,0.000,17.0,235.970
3.784,16.000,0.104,1.000,17.0,236.200
3.792,16.000,0.104,0.000,17.0,237.090
2.146,9.800,0.192,0.000,17.0,236.810
1.608,6.800,0.208,0.000,17.0,237.060
1.828,7.600,0.212,0.000,18.0,237.830
1.922,8.000,0.212,0.000,17.0,237.670
1.978,8.400,0.252,0.000,17.0,237.940
1.930,8.000,0.218,0.000,18.0,238.080
1.964,8.200,0.222,1.000,17.0,239.490
1.854,7.600,0.224,0.000,18.0,240.690
1.762,7.400,0.228,0.000,18.0,240.310
1.738,7.200,0.218,0.000,17.0,239.630
1.766,7.400,0.228,0.000,18.0,240.770
1.746,7.200,0.234,0.000,18.0,240.590
1.734,7.200,0.236,1.000,17.0,239.630
1.738,7.200,0.252,0.000,18.0,239.290
1.958,8.200,0.248,0.000,17.0,238.730
1.964,8.200,0.222,0.000,18.0,239.300
1.962,8.200,0.232,0.000,17.0,239.430
2.050,8.600,0.348,1.000,18.0,238.990
2.032,8.600,0.342,0.000,17.0,239.100
2.036,8.600,0.340,0.000,18.0,238.210
1.964,8.200,0.270,0.000,17.0,238.100
1.970,8.200,0.252,0.000,18.0,238.530
1.946,8.200,0.246,0.000,17.0,238.360
1.970,8.200,0.254,1.000,17.0,238.870
1.962,8.200,0.252,0.000,18.0,239.730
1.988,8.200,0.260,0.000,18.0,240.320
1.972,8.200,0.258,0.000,17.0,240.630
1.974,8.200,0.256,0.000,18.0,239.280
1.954,8.200,0.250,0.000,17.0,239.000
1.958,8.200,0.250,0.000,18.0,238.100
2.010,8.600,0.350,0.000,17.0,236.290
1.946,8.200,0.304,1.000,17.0,237.110
1.928,8.200,0.294,0.000,17.0,237.560
1.908,8.000,0.208,0.000,18.0,238.250
1.708,7.200,0.118,0.000,17.0,238.160
1.564,6.400,0.132,0.000,18.0,239.220
1.540,6.400,0.126,0.000,17.0,238.960
1.560,6.400,0.130,1.000,18.0,238.770
1.584,6.600,0.124,0.000,17.0,238.700
1.734,7.200,0.122,0.000,17.0,237.940
1.772,7.400,0.110,0.000,18.0,238.630
1.874,7.800,0.106,0.000,17.0,238.610
1.740,7.200,0.110,0.000,18.0,238.480
1.622,6.800,0.118,0.000,17.0,237.830
1.854,7.800,0.114,0.000,17.0,238.400
1.854,7.800,0.114,0.000,18.0,238.500
1.906,8.000,0.148,0.000,17.0,239.110
1.946,8.000,0.222,0.000,18.0,239.380
3.360,14.600,0.528,0.000,17.0,237.530
3.518,15.000,0.504,0.000,17.0,237.660
2.438,10.800,0.294,0.000,18.0,237.390
1.924,8.000,0.218,0.000,17.0,238.260
1.954,8.200,0.244,0.000,17.0,238.240
2.018,8.600,0.344,0.000,18.0,237.510
2.014,8.600,0.346,0.000,17.0,237.630
1.992,8.400,0.340,0.000,17.0,236.480
1.996,8.400,0.344,0.000,17.0,237.200
2.002,8.400,0.344,0.000,18.0,237.420
1.964,8.400,0.292,0.000,17.0,237.150
1.930,8.200,0.242,0.000,17.0,236.990
1.830,7.800,0.304,0.000,17.0,237.220
1.706,7.200,0.366,1.000,17.0,237.100
2.930,13.000,0.574,2.000,18.0,236.100
3.182,13.800,0.582,1.000,17.0,236.370
1.718,7.400,0.370,1.000,17.0,237.780
1.716,7.400,0.366,2.000,17.0,237.420
1.710,7.400,0.364,1.000,17.0,236.750
1.712,7.400,0.364,2.000,18.0,236.810
